PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Payment Terms,Department,Location,Approval Status,Priority,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-70978,Premium Materials Co,2026-01-22,2026-02-05,2026-02-05,68x Router,68,486.95,33112.60,USD,Net 60,Finance,London,Pending,High,Urgent delivery required,3311.26,36423.86,John Smith,Tom Martinez
PO-2026-41539,Acme Corp,2026-01-22,2026-02-15,2026-02-15,35x Printer Paper; 35x Server RAM; 11x Router,81,37.75,12865.51,USD,COD,Finance,New York,Approved,Low,Urgent delivery required,1286.55,14152.06,John Smith,David Lee
PO-2026-97051,Digital Systems,2026-01-22,2026-02-03,2026-02-03,25x Keyboard,25,951.88,23797.00,CAD,COD,Finance,Toronto,Pending,Urgent,Special packaging needed,2379.70,26176.70,Mike Davis,David Lee
PO-2026-53081,Component World,2026-01-22,2026-01-30,2026-01-30,31x Ink Cartridge; 69x SSD Storage,100,598.22,80803.52,GBP,Net 60,Logistics,New York,Pending,Urgent,Urgent delivery required,8080.35,88883.87,Emily Chen,Lisa Anderson
PO-2026-90069,Industrial Parts Group,2026-01-22,2026-02-18,2026-02-18,17x Keyboard; 88x Filing Cabinet; 74x SSD Storage,179,744.17,85287.23,CAD,Net 90,IT,London,Approved,Medium,Special packaging needed,8528.72,93815.95,Emily Chen,Alice Brown
PO-2026-79775,Tech Solutions Ltd,2026-01-22,2026-02-20,2026-02-20,25x Laptop; 86x SSD Storage,111,732.12,45835.04,USD,Net 30,HR,New York,Approved,Urgent,Quality inspection required,4583.50,50418.54,Mike Davis,David Lee
PO-2026-64429,Premium Materials Co,2026-01-22,2026-02-08,2026-02-08,28x Office Desk; 77x Office Desk; 14x Router; 36x Server RAM; 9x SSD Storage,164,198.55,101844.76,CAD,Net 60,IT,Chicago,Pending,Medium,Urgent delivery required,10184.48,112029.24,Mike Davis,David Lee
PO-2026-96096,Digital Systems,2026-01-22,2026-02-21,2026-02-21,69x Ink Cartridge; 16x Filing Cabinet; 66x Laptop,151,430.70,77709.10,EUR,Due on Receipt,IT,Sydney,Approved,Low,Urgent delivery required,7770.91,85480.01,Sarah Johnson,Alice Brown
PO-2026-12291,Enterprise Solutions,2026-01-22,2026-02-11,2026-02-11,6x Monitor,6,835.93,5015.58,CAD,COD,Operations,Sydney,Rejected,Medium,,501.56,5517.14,John Smith,Lisa Anderson
PO-2026-42646,Premium Materials Co,2026-01-22,2026-02-03,2026-02-03,78x Monitor,78,803.26,62654.28,GBP,COD,Operations,New York,Pending,High,Standard delivery,6265.43,68919.71,Mike Davis,Lisa Anderson
PO-2026-18804,Premium Materials Co,2026-01-22,2026-02-09,2026-02-09,75x SSD Storage; 59x SSD Storage; 91x Ink Cartridge; 62x SSD Storage; 4x SSD Storage,291,495.38,211628.52,GBP,Net 30,Finance,Toronto,Pending,Urgent,Standard delivery,21162.85,232791.37,Robert Wilson,Tom Martinez
PO-2026-55651,Office Plus,2026-01-22,2026-02-14,2026-02-14,20x Monitor; 80x Monitor,100,162.66,42770.80,USD,COD,Operations,Toronto,Pending,Medium,Quality inspection required,4277.08,47047.88,Sarah Johnson,Alice Brown
PO-2026-58459,Tech Solutions Ltd,2026-01-22,2026-02-10,2026-02-10,94x Mouse; 82x Mouse; 31x Printer Paper,207,153.21,74885.04,USD,Net 60,Finance,Los Angeles,Pending,High,Quality inspection required,7488.50,82373.54,Emily Chen,Tom Martinez
PO-2026-91265,Enterprise Solutions,2026-01-22,2026-02-11,2026-02-11,29x Desk Chair; 69x Desk Chair; 89x Mouse,187,924.23,99253.25,CAD,Net 90,Operations,Los Angeles,Rejected,High,Standard delivery,9925.33,109178.58,John Smith,David Lee
PO-2026-15763,Industrial Parts Group,2026-01-22,2026-02-13,2026-02-13,8x Power Supply,8,156.79,1254.32,CAD,Net 60,Logistics,Chicago,Pending,Low,Quality inspection required,125.43,1379.75,John Smith,David Lee
PO-2026-40869,Enterprise Solutions,2026-01-22,2026-02-17,2026-02-17,21x Office Desk; 71x Network Switch; 51x Laptop,143,94.10,60989.36,AUD,Net 60,IT,New York,Rejected,High,Quality inspection required,6098.94,67088.30,Emily Chen,Alice Brown
PO-2026-36808,Component World,2026-01-22,2026-01-27,2026-01-27,65x Laptop; 23x Monitor; 66x Office Desk; 19x Laptop,173,10.88,44961.11,USD,2/10 Net 30,IT,Toronto,Rejected,Urgent,Special packaging needed,4496.11,49457.22,Mike Davis,Jessica White
PO-2026-33634,Quality Distributors,2026-01-22,2026-02-19,2026-02-19,21x Ink Cartridge; 92x Filing Cabinet; 25x Filing Cabinet; 26x Router; 83x Router,247,818.65,89555.60,GBP,Due on Receipt,HR,Los Angeles,Pending,Urgent,Special packaging needed,8955.56,98511.16,John Smith,Tom Martinez
PO-2026-13363,Digital Systems,2026-01-22,2026-02-05,2026-02-05,68x Router; 29x Mouse,97,412.58,39179.55,USD,Due on Receipt,IT,Sydney,Pending,Low,Quality inspection required,3917.96,43097.51,Mike Davis,Jessica White
PO-2026-92122,Office Plus,2026-01-22,2026-02-10,2026-02-10,82x Desk Chair; 78x Laptop; 24x Laptop; 78x Printer Paper,262,826.19,208228.94,CAD,Due on Receipt,Finance,Chicago,Rejected,Urgent,Special packaging needed,20822.89,229051.83,Robert Wilson,David Lee
PO-2026-94124,Quality Distributors,2026-01-22,2026-01-28,2026-01-28,47x Mouse; 33x Desk Chair; 7x Office Desk,87,600.17,39363.83,AUD,COD,Logistics,Sydney,Approved,High,Quality inspection required,3936.38,43300.21,Sarah Johnson,Lisa Anderson
PO-2026-50468,Component World,2026-01-22,2026-02-11,2026-02-11,37x Monitor; 25x SSD Storage,62,259.11,18868.57,USD,Net 90,Logistics,Chicago,Rejected,Medium,Urgent delivery required,1886.86,20755.43,Mike Davis,Jessica White
PO-2026-97830,Global Supplies Inc,2026-01-22,2026-02-08,2026-02-08,47x Ink Cartridge; 28x Printer Paper; 17x USB Cable; 54x SSD Storage; 89x Filing Cabinet,235,516.27,161571.41,CAD,Net 60,IT,Chicago,Pending,Urgent,Special packaging needed,16157.14,177728.55,Emily Chen,Alice Brown
PO-2026-42343,Tech Solutions Ltd,2026-01-22,2026-02-20,2026-02-20,74x Ink Cartridge; 5x SSD Storage; 71x SSD Storage; 71x Desk Chair,221,124.46,106110.00,EUR,Net 30,HR,New York,Approved,High,Quality inspection required,10611.00,116721.00,Sarah Johnson,Lisa Anderson
PO-2026-35398,Component World,2026-01-22,2026-02-15,2026-02-15,91x Mouse; 55x Network Switch; 4x Server RAM,150,129.83,54895.80,AUD,Net 30,HR,London,Pending,Urgent,,5489.58,60385.38,Robert Wilson,Alice Brown
PO-2026-59705,Enterprise Solutions,2026-01-22,2026-02-06,2026-02-06,27x USB Cable; 42x SSD Storage; 74x Network Switch; 85x Server RAM; 24x Office Desk,252,66.75,151867.09,USD,Net 60,Operations,Los Angeles,Approved,High,Standard delivery,15186.71,167053.80,John Smith,Lisa Anderson
PO-2026-73196,Tech Solutions Ltd,2026-01-22,2026-02-19,2026-02-19,56x Office Desk; 53x Keyboard; 76x SSD Storage,185,131.39,57271.52,EUR,Net 90,IT,London,Rejected,Medium,Quality inspection required,5727.15,62998.67,Sarah Johnson,Jessica White
PO-2026-80719,Component World,2026-01-22,2026-01-31,2026-01-31,95x Printer Paper; 28x Printer Paper; 85x Router; 14x Monitor,222,757.71,153730.88,AUD,Due on Receipt,Logistics,Toronto,Rejected,Low,Urgent delivery required,15373.09,169103.97,Robert Wilson,Lisa Anderson
PO-2026-75371,Quality Distributors,2026-01-22,2026-02-13,2026-02-13,91x Mouse,91,846.33,77016.03,EUR,COD,Logistics,Sydney,Pending,Urgent,Urgent delivery required,7701.60,84717.63,Emily Chen,David Lee
PO-2026-18631,Component World,2026-01-22,2026-02-18,2026-02-18,83x Ink Cartridge; 71x Desk Chair; 98x Printer Paper; 90x Office Desk; 25x Office Desk,367,307.15,188668.33,USD,Net 60,Operations,Chicago,Pending,Low,Quality inspection required,18866.83,207535.16,Sarah Johnson,David Lee
PO-2026-10498,Office Plus,2026-01-22,2026-02-18,2026-02-18,27x Monitor; 94x USB Cable,121,956.10,37829.78,USD,COD,Operations,Toronto,Approved,High,Special packaging needed,3782.98,41612.76,John Smith,Alice Brown
PO-2026-10853,Acme Corp,2026-01-22,2026-02-18,2026-02-18,88x Ink Cartridge; 5x Network Switch,93,605.53,57833.89,AUD,COD,IT,New York,Approved,High,,5783.39,63617.28,Mike Davis,Alice Brown
PO-2026-71745,Office Plus,2026-01-22,2026-02-09,2026-02-09,29x Ink Cartridge; 23x Network Switch; 47x Filing Cabinet; 27x USB Cable; 87x Router,213,151.34,136738.54,USD,2/10 Net 30,HR,London,Rejected,High,Special packaging needed,13673.85,150412.39,Emily Chen,Jessica White
PO-2026-76252,Premium Materials Co,2026-01-22,2026-02-10,2026-02-10,46x Keyboard; 45x Server RAM,91,263.03,17565.53,USD,2/10 Net 30,HR,London,Rejected,Medium,Urgent delivery required,1756.55,19322.08,Sarah Johnson,Jessica White
PO-2026-46821,Component World,2026-01-22,2026-02-11,2026-02-11,38x SSD Storage; 46x Ink Cartridge; 23x SSD Storage; 86x Router; 67x Monitor,260,789.38,85443.54,USD,Net 30,Logistics,London,Rejected,High,Special packaging needed,8544.35,93987.89,Sarah Johnson,David Lee
PO-2026-46672,Quality Distributors,2026-01-22,2026-01-30,2026-01-30,1x Filing Cabinet; 67x Network Switch; 76x Network Switch,144,824.50,58906.21,GBP,Net 60,Logistics,London,Rejected,Urgent,Special packaging needed,5890.62,64796.83,Mike Davis,Jessica White
PO-2026-25736,Industrial Parts Group,2026-01-22,2026-02-14,2026-02-14,17x Keyboard; 2x SSD Storage; 78x Power Supply; 53x Network Switch; 64x Monitor,214,615.14,121448.68,EUR,COD,IT,Chicago,Pending,Urgent,Quality inspection required,12144.87,133593.55,John Smith,Jessica White
PO-2026-72125,Quality Distributors,2026-01-22,2026-02-08,2026-02-08,61x Mouse; 73x Filing Cabinet; 51x Mouse; 28x Router; 40x Keyboard,253,555.96,137293.75,CAD,Net 30,IT,London,Approved,Medium,,13729.38,151023.13,Sarah Johnson,Lisa Anderson
PO-2026-12055,Quality Distributors,2026-01-22,2026-01-27,2026-01-27,1x Power Supply; 43x Keyboard; 75x Router; 29x Office Desk; 11x Laptop,159,805.09,111812.42,EUR,2/10 Net 30,IT,Toronto,Rejected,Urgent,,11181.24,122993.66,Mike Davis,David Lee
PO-2026-30755,Premium Materials Co,2026-01-22,2026-01-27,2026-01-27,19x SSD Storage; 86x Power Supply,105,672.73,81479.53,AUD,Due on Receipt,HR,Chicago,Approved,High,Quality inspection required,8147.95,89627.48,Emily Chen,Tom Martinez
PO-2026-60881,Office Plus,2026-01-22,2026-02-06,2026-02-06,59x Network Switch,59,480.76,28364.84,EUR,Net 90,Operations,Los Angeles,Pending,Low,,2836.48,31201.32,Robert Wilson,David Lee
PO-2026-69471,Premium Materials Co,2026-01-22,2026-02-18,2026-02-18,24x USB Cable; 97x Printer Paper; 3x Keyboard,124,991.20,64520.20,GBP,Net 90,HR,Los Angeles,Pending,Medium,,6452.02,70972.22,Emily Chen,Lisa Anderson
PO-2026-67292,Tech Solutions Ltd,2026-01-22,2026-02-11,2026-02-11,4x Laptop; 98x SSD Storage; 70x Router,172,870.67,70092.02,EUR,Net 60,Finance,London,Approved,Urgent,Quality inspection required,7009.20,77101.22,Emily Chen,Alice Brown
PO-2026-88774,Enterprise Solutions,2026-01-22,2026-01-28,2026-01-28,34x Laptop; 93x Mouse,127,164.80,63951.40,GBP,Net 60,Logistics,London,Pending,Urgent,Special packaging needed,6395.14,70346.54,Sarah Johnson,David Lee
PO-2026-68674,Premium Materials Co,2026-01-22,2026-02-03,2026-02-03,18x Keyboard; 30x Laptop; 42x Office Desk,90,334.57,52508.82,EUR,2/10 Net 30,Finance,Los Angeles,Approved,Medium,Quality inspection required,5250.88,57759.70,Mike Davis,Jessica White
PO-2026-61839,Office Plus,2026-01-22,2026-02-05,2026-02-05,88x Router; 86x Keyboard; 10x Network Switch,184,891.45,88495.52,EUR,COD,Operations,New York,Pending,Low,Urgent delivery required,8849.55,97345.07,Emily Chen,David Lee
PO-2026-36690,Tech Solutions Ltd,2026-01-22,2026-02-10,2026-02-10,88x USB Cable; 44x Keyboard; 19x Monitor,151,432.27,78416.14,USD,2/10 Net 30,HR,Chicago,Pending,Urgent,Urgent delivery required,7841.61,86257.75,Mike Davis,Lisa Anderson
PO-2026-13422,Global Supplies Inc,2026-01-22,2026-02-13,2026-02-13,70x Desk Chair; 17x Power Supply; 18x USB Cable,105,952.18,71779.68,USD,2/10 Net 30,Finance,New York,Rejected,High,Standard delivery,7177.97,78957.65,Emily Chen,David Lee
PO-2026-70473,Premium Materials Co,2026-01-22,2026-01-28,2026-01-28,83x Mouse; 21x Mouse; 17x Office Desk,121,88.22,35378.25,AUD,Net 60,Operations,London,Rejected,Urgent,Standard delivery,3537.83,38916.08,Sarah Johnson,Lisa Anderson
PO-2026-55054,Digital Systems,2026-01-22,2026-02-07,2026-02-07,3x Router; 54x Network Switch,57,757.17,4887.27,USD,Net 60,Operations,New York,Approved,Medium,Quality inspection required,488.73,5376.00,John Smith,Lisa Anderson
PO-2026-35404,Global Supplies Inc,2026-01-22,2026-02-14,2026-02-14,37x Printer Paper; 64x Desk Chair; 23x Desk Chair; 1x Keyboard,125,781.20,38856.55,GBP,Net 30,HR,London,Pending,Low,Standard delivery,3885.66,42742.21,John Smith,Alice Brown
PO-2026-33723,Digital Systems,2026-01-22,2026-02-08,2026-02-08,14x Ink Cartridge; 31x Keyboard,45,444.08,6646.78,AUD,Net 60,HR,Chicago,Rejected,Urgent,Quality inspection required,664.68,7311.46,Mike Davis,Lisa Anderson
PO-2026-97609,Quality Distributors,2026-01-22,2026-02-11,2026-02-11,28x Desk Chair; 79x Server RAM; 36x Ink Cartridge,143,413.14,63729.24,CAD,Net 60,Logistics,New York,Approved,Medium,,6372.92,70102.16,Sarah Johnson,Alice Brown
PO-2026-22341,Industrial Parts Group,2026-01-22,2026-02-02,2026-02-02,81x Monitor; 37x Server RAM,118,286.76,51189.94,GBP,Net 60,HR,New York,Pending,High,Special packaging needed,5118.99,56308.93,Sarah Johnson,Jessica White
PO-2026-46692,Acme Corp,2026-01-22,2026-02-21,2026-02-21,32x Filing Cabinet; 62x Printer Paper,94,61.79,37970.76,AUD,Net 60,Operations,Sydney,Approved,High,,3797.08,41767.84,Sarah Johnson,Alice Brown
PO-2026-59522,Office Plus,2026-01-22,2026-02-20,2026-02-20,19x SSD Storage; 85x Keyboard; 7x Monitor; 12x Ink Cartridge; 86x Network Switch,209,1.39,30195.55,EUR,Due on Receipt,Logistics,London,Rejected,Low,Urgent delivery required,3019.56,33215.11,Sarah Johnson,Alice Brown
PO-2026-90966,Enterprise Solutions,2026-01-22,2026-02-08,2026-02-08,4x Office Desk,4,685.08,2740.32,EUR,Net 90,Operations,London,Rejected,High,Standard delivery,274.03,3014.35,Robert Wilson,Alice Brown
PO-2026-32876,Enterprise Solutions,2026-01-22,2026-02-08,2026-02-08,60x Desk Chair; 74x Keyboard; 40x Office Desk; 91x Network Switch; 27x Mouse,292,353.66,114686.51,USD,Net 60,Operations,Sydney,Rejected,Low,Quality inspection required,11468.65,126155.16,Robert Wilson,Lisa Anderson
PO-2026-41302,Quality Distributors,2026-01-22,2026-02-21,2026-02-21,98x Monitor,98,17.75,1739.50,AUD,2/10 Net 30,Logistics,Sydney,Rejected,Urgent,,173.95,1913.45,Mike Davis,Lisa Anderson
PO-2026-52501,Quality Distributors,2026-01-22,2026-02-13,2026-02-13,30x Filing Cabinet; 58x Filing Cabinet; 31x USB Cable; 3x SSD Storage; 5x Ink Cartridge,127,934.83,91933.72,GBP,2/10 Net 30,Logistics,Toronto,Pending,Urgent,Standard delivery,9193.37,101127.09,John Smith,Lisa Anderson
PO-2026-10870,Office Plus,2026-01-22,2026-01-30,2026-01-30,82x Mouse; 67x Desk Chair; 95x Router; 61x Office Desk; 16x Office Desk,321,603.40,210557.57,AUD,Net 90,Finance,Toronto,Pending,Urgent,Quality inspection required,21055.76,231613.33,John Smith,Lisa Anderson
PO-2026-52796,Office Plus,2026-01-22,2026-02-01,2026-02-01,65x Office Desk; 78x Keyboard; 57x USB Cable; 86x Printer Paper,286,109.85,69463.52,AUD,Net 30,HR,Toronto,Pending,Medium,Quality inspection required,6946.35,76409.87,Robert Wilson,Tom Martinez
PO-2026-50008,Digital Systems,2026-01-22,2026-01-31,2026-01-31,11x Ink Cartridge,11,286.79,3154.69,EUR,Net 60,Finance,Chicago,Rejected,High,Standard delivery,315.47,3470.16,John Smith,Alice Brown
PO-2026-76889,Component World,2026-01-22,2026-02-13,2026-02-13,45x Server RAM; 100x Desk Chair; 12x Mouse; 76x Desk Chair,233,594.75,113289.79,GBP,Net 90,Finance,Sydney,Rejected,High,Quality inspection required,11328.98,124618.77,Robert Wilson,Tom Martinez
PO-2026-96018,Enterprise Solutions,2026-01-22,2026-02-01,2026-02-01,29x Office Desk,29,227.22,6589.38,EUR,2/10 Net 30,Finance,Los Angeles,Pending,High,Quality inspection required,658.94,7248.32,Emily Chen,Lisa Anderson
PO-2026-29812,Digital Systems,2026-01-22,2026-02-12,2026-02-12,50x Network Switch,50,640.23,32011.50,EUR,Net 90,Logistics,Sydney,Pending,Low,,3201.15,35212.65,Robert Wilson,Jessica White
PO-2026-82607,Enterprise Solutions,2026-01-22,2026-02-17,2026-02-17,3x Server RAM,3,581.18,1743.54,GBP,Net 90,HR,Los Angeles,Rejected,High,Quality inspection required,174.35,1917.89,Emily Chen,Jessica White
PO-2026-93456,Tech Solutions Ltd,2026-01-22,2026-02-13,2026-02-13,6x Power Supply; 82x Monitor; 47x Printer Paper; 18x Printer Paper,153,136.41,44813.10,CAD,2/10 Net 30,Operations,Chicago,Approved,Low,Standard delivery,4481.31,49294.41,Mike Davis,Lisa Anderson
PO-2026-19797,Enterprise Solutions,2026-01-22,2026-02-15,2026-02-15,44x Mouse; 3x Keyboard; 56x SSD Storage; 95x Desk Chair; 3x Printer Paper,201,742.03,113870.69,EUR,Net 60,Operations,London,Approved,High,Special packaging needed,11387.07,125257.76,Mike Davis,David Lee
PO-2026-28615,Component World,2026-01-22,2026-01-29,2026-01-29,23x USB Cable; 47x Filing Cabinet; 40x Monitor,110,396.53,34656.55,AUD,Net 90,HR,New York,Approved,Urgent,,3465.66,38122.21,Mike Davis,Lisa Anderson
PO-2026-30677,Industrial Parts Group,2026-01-22,2026-02-18,2026-02-18,8x Server RAM,8,175.94,1407.52,USD,2/10 Net 30,Finance,London,Approved,Medium,Urgent delivery required,140.75,1548.27,John Smith,Alice Brown
PO-2026-46041,Global Supplies Inc,2026-01-22,2026-02-12,2026-02-12,75x Monitor; 46x Power Supply,121,28.69,25532.63,GBP,Net 60,HR,Toronto,Pending,Medium,Urgent delivery required,2553.26,28085.89,Robert Wilson,Tom Martinez
PO-2026-44724,Office Plus,2026-01-22,2026-02-09,2026-02-09,42x Printer Paper; 48x Power Supply,90,489.06,33560.52,EUR,Due on Receipt,Finance,New York,Pending,Medium,Urgent delivery required,3356.05,36916.57,Mike Davis,Lisa Anderson
PO-2026-39442,Component World,2026-01-22,2026-02-08,2026-02-08,62x Ink Cartridge; 57x Ink Cartridge; 64x Mouse; 10x Laptop,193,732.31,95448.88,EUR,Due on Receipt,Finance,London,Approved,Low,Urgent delivery required,9544.89,104993.77,Mike Davis,Jessica White
PO-2026-68038,Premium Materials Co,2026-01-22,2026-02-10,2026-02-10,17x Server RAM; 77x Keyboard; 45x Desk Chair; 14x Monitor,153,737.16,86287.47,AUD,Net 60,Finance,Los Angeles,Approved,Medium,Urgent delivery required,8628.75,94916.22,Emily Chen,Tom Martinez
PO-2026-51937,Quality Distributors,2026-01-22,2026-02-17,2026-02-17,1x Laptop; 12x Laptop; 73x Server RAM,86,125.63,17441.79,CAD,COD,Finance,London,Pending,High,Standard delivery,1744.18,19185.97,Robert Wilson,Tom Martinez
PO-2026-27796,Tech Solutions Ltd,2026-01-22,2026-02-01,2026-02-01,97x Office Desk; 38x Ink Cartridge,135,782.72,91702.96,EUR,Due on Receipt,Finance,Chicago,Approved,Medium,Special packaging needed,9170.30,100873.26,Emily Chen,Jessica White
PO-2026-91448,Enterprise Solutions,2026-01-22,2026-02-12,2026-02-12,38x Filing Cabinet; 47x Server RAM; 92x Desk Chair; 99x Ink Cartridge; 3x Ink Cartridge,279,787.70,221598.46,EUR,Net 90,Operations,New York,Pending,High,Urgent delivery required,22159.85,243758.31,Emily Chen,Alice Brown
PO-2026-18286,Office Plus,2026-01-22,2026-02-04,2026-02-04,100x Power Supply; 35x SSD Storage; 98x Power Supply,233,804.74,127713.15,EUR,Net 90,Finance,London,Approved,High,,12771.32,140484.46,Mike Davis,Lisa Anderson
PO-2026-86700,Office Plus,2026-01-22,2026-02-12,2026-02-12,31x Desk Chair; 77x SSD Storage; 91x Network Switch; 35x Printer Paper,234,809.59,160763.03,AUD,Due on Receipt,Finance,Los Angeles,Approved,Low,Urgent delivery required,16076.30,176839.33,John Smith,David Lee
PO-2026-23125,Digital Systems,2026-01-22,2026-01-27,2026-01-27,3x Office Desk,3,943.90,2831.70,USD,Due on Receipt,Logistics,Chicago,Rejected,Urgent,Urgent delivery required,283.17,3114.87,Emily Chen,Jessica White
PO-2026-72878,Office Plus,2026-01-22,2026-01-27,2026-01-27,7x Monitor; 29x Keyboard; 81x Filing Cabinet; 19x Network Switch,136,997.79,75684.88,CAD,Due on Receipt,Operations,Toronto,Rejected,Medium,Special packaging needed,7568.49,83253.37,Sarah Johnson,Tom Martinez
PO-2026-43969,Component World,2026-01-22,2026-02-13,2026-02-13,30x Desk Chair; 29x Ink Cartridge; 25x Router; 94x Router; 25x SSD Storage,203,604.72,93400.80,GBP,Due on Receipt,Logistics,Sydney,Rejected,Urgent,Urgent delivery required,9340.08,102740.88,Sarah Johnson,Alice Brown
PO-2026-60510,Component World,2026-01-22,2026-02-11,2026-02-11,69x Power Supply; 68x Filing Cabinet; 94x Server RAM,231,389.68,72881.38,CAD,Due on Receipt,Logistics,New York,Rejected,Low,Urgent delivery required,7288.14,80169.52,John Smith,Lisa Anderson
PO-2026-25001,Quality Distributors,2026-01-22,2026-02-11,2026-02-11,27x Desk Chair; 9x Server RAM; 9x Network Switch; 83x Ink Cartridge,128,186.51,90314.35,USD,Due on Receipt,IT,London,Rejected,Medium,Urgent delivery required,9031.44,99345.79,Sarah Johnson,Jessica White
PO-2026-63803,Premium Materials Co,2026-01-22,2026-02-13,2026-02-13,99x SSD Storage; 92x USB Cable; 96x Printer Paper; 52x Laptop; 4x Server RAM,343,879.07,181021.89,USD,Net 60,Operations,London,Approved,High,Special packaging needed,18102.19,199124.08,Robert Wilson,Tom Martinez
PO-2026-23383,Global Supplies Inc,2026-01-22,2026-02-01,2026-02-01,81x Router; 43x SSD Storage,124,456.37,61113.91,USD,2/10 Net 30,Finance,Chicago,Approved,Low,Special packaging needed,6111.39,67225.30,Robert Wilson,David Lee
PO-2026-31096,Digital Systems,2026-01-22,2026-02-15,2026-02-15,35x Printer Paper; 67x Ink Cartridge; 12x Laptop; 86x SSD Storage; 90x Desk Chair,290,607.08,61291.71,USD,2/10 Net 30,IT,Los Angeles,Rejected,High,Quality inspection required,6129.17,67420.88,John Smith,Alice Brown
PO-2026-73005,Office Plus,2026-01-22,2026-02-02,2026-02-02,75x Desk Chair; 86x Keyboard; 18x Ink Cartridge; 44x Mouse,223,877.00,96696.36,GBP,Net 60,Finance,Toronto,Pending,Low,Quality inspection required,9669.64,106366.00,John Smith,Lisa Anderson
PO-2026-29052,Component World,2026-01-22,2026-02-19,2026-02-19,2x Router,2,665.85,1331.70,EUR,COD,Logistics,New York,Approved,High,Special packaging needed,133.17,1464.87,Robert Wilson,Lisa Anderson
PO-2026-76742,Acme Corp,2026-01-22,2026-01-29,2026-01-29,93x Network Switch; 54x Router,147,175.34,20788.62,AUD,COD,IT,Los Angeles,Approved,Low,Standard delivery,2078.86,22867.48,Sarah Johnson,Lisa Anderson
PO-2026-71689,Premium Materials Co,2026-01-22,2026-02-13,2026-02-13,6x Ink Cartridge; 29x Desk Chair; 13x Server RAM,48,376.11,31916.31,GBP,Net 30,Logistics,Los Angeles,Rejected,Medium,Special packaging needed,3191.63,35107.94,Mike Davis,Jessica White
PO-2026-23295,Enterprise Solutions,2026-01-22,2026-02-13,2026-02-13,86x SSD Storage; 46x Router; 15x Laptop; 15x Laptop,162,181.87,49129.74,AUD,COD,IT,Los Angeles,Rejected,Medium,Standard delivery,4912.97,54042.71,Sarah Johnson,David Lee
PO-2026-69179,Enterprise Solutions,2026-01-22,2026-02-15,2026-02-15,74x Router,74,804.28,59516.72,CAD,Net 90,Operations,Sydney,Approved,Medium,Special packaging needed,5951.67,65468.39,Sarah Johnson,Jessica White
PO-2026-13270,Acme Corp,2026-01-22,2026-02-19,2026-02-19,47x SSD Storage; 10x Laptop; 99x Mouse; 75x Power Supply; 9x Filing Cabinet,240,118.52,141438.81,CAD,Net 60,Logistics,Toronto,Pending,Urgent,Quality inspection required,14143.88,155582.69,Sarah Johnson,David Lee
PO-2026-83522,Premium Materials Co,2026-01-22,2026-02-13,2026-02-13,15x Router; 70x Router; 85x Keyboard; 35x USB Cable; 21x Desk Chair,226,408.47,84183.78,EUR,Net 90,HR,Los Angeles,Pending,Urgent,,8418.38,92602.16,Sarah Johnson,Tom Martinez
PO-2026-37803,Office Plus,2026-01-22,2026-02-20,2026-02-20,8x Keyboard; 18x Keyboard; 84x Router; 81x Keyboard,191,460.57,133713.29,AUD,Net 90,IT,Sydney,Pending,Medium,,13371.33,147084.62,Mike Davis,Tom Martinez
PO-2026-23125,Acme Corp,2026-01-22,2026-02-07,2026-02-07,5x Server RAM,5,431.44,2157.20,EUR,COD,Operations,New York,Rejected,Medium,Urgent delivery required,215.72,2372.92,Sarah Johnson,Alice Brown
PO-2026-69566,Global Supplies Inc,2026-01-22,2026-01-30,2026-01-30,96x Mouse; 38x Office Desk; 37x Monitor; 60x Monitor,231,3.61,80304.23,CAD,2/10 Net 30,Operations,New York,Pending,Medium,Quality inspection required,8030.42,88334.65,Emily Chen,Tom Martinez
PO-2026-89540,Office Plus,2026-01-22,2026-02-08,2026-02-08,25x Power Supply,25,665.81,16645.25,AUD,2/10 Net 30,IT,Sydney,Approved,Low,,1664.53,18309.78,Emily Chen,David Lee
PO-2026-13392,Enterprise Solutions,2026-01-22,2026-02-05,2026-02-05,71x Network Switch; 80x Server RAM; 2x Keyboard,153,736.60,96443.08,AUD,Due on Receipt,IT,Chicago,Approved,Urgent,Quality inspection required,9644.31,106087.39,Mike Davis,Jessica White
PO-2026-83547,Global Supplies Inc,2026-01-22,2026-02-05,2026-02-05,83x Mouse; 9x SSD Storage,92,914.05,83678.87,CAD,2/10 Net 30,Finance,Los Angeles,Rejected,Low,Quality inspection required,8367.89,92046.76,Emily Chen,Alice Brown
PO-2026-51571,Office Plus,2026-01-22,2026-02-16,2026-02-16,57x Filing Cabinet; 69x Desk Chair; 98x Printer Paper; 79x Laptop; 33x Desk Chair,336,406.28,133037.09,EUR,Net 30,Finance,New York,Approved,Urgent,Quality inspection required,13303.71,146340.80,John Smith,Lisa Anderson
PO-2026-12071,Acme Corp,2026-01-22,2026-02-10,2026-02-10,43x Keyboard; 56x Filing Cabinet; 84x Desk Chair,183,6.64,97030.84,CAD,Net 90,HR,London,Rejected,Urgent,Quality inspection required,9703.08,106733.92,Mike Davis,David Lee
